,Geo,Time_period,Passengers_count,Norm_2019
967,IE,2020-Q2,1196000.0,9.26557173845677
968,IE,2020-Q3,3539000.0,27.417105670901766
969,IE,2020-Q4,3399000.0,26.332506972420205
970,IE,2021-Q1,1684000.0,13.046172916021073
971,IE,2021-Q2,3886000.0,30.105361016423924
972,IE,2021-Q3,5678000.0,43.988224356987914
973,IE,2021-Q4,6163000.0,47.745584133870466
974,IE,2022-Q1,6461000.0,50.05422993492408
975,IE,2022-Q2,8531000.0,66.09079640533002
976,IE,2022-Q3,10070000.0,78.01363495506662
977,IE,2022-Q4,10784000.0,83.5450883173226
978,IE,2023-Q1,9569000.0,74.13232104121475
1035,IT,2018-Q1,215195000.0,90.96769557240808
1036,IT,2018-Q2,222259000.0,93.95380492217684
1037,IT,2018-Q3,198815000.0,84.04350656487517
1038,IT,2018-Q4,230319000.0,97.36094554493114
1039,IT,2019-Q1,218201000.0,92.23839839027401
1040,IT,2019-Q2,225385000.0,95.27523439943863
1041,IT,2019-Q3,203153000.0,85.87727530203499
1042,IT,2019-Q4,236562000.0,100.0
1043,IT,2020-Q1,149261000.0,63.09593256736078
1044,IT,2020-Q2,45978000.0,19.4359195475182
1045,IT,2020-Q3,98159000.0,41.49398466363998
1046,IT,2020-Q4,88977000.0,37.61254977553453
1047,IT,2021-Q1,84136000.0,35.5661517910738
1048,IT,2021-Q2,111509000.0,47.13732552142778
1049,IT,2021-Q3,127425000.0,53.865371445963426
1050,IT,2021-Q4,157248000.0,66.47221447231593
1051,IT,2022-Q1,139967000.0,59.167152797152546
1052,IT,2022-Q2,179172000.0,75.7399751439369
1053,IT,2022-Q3,160066000.0,67.66344552379503
1054,IT,2022-Q4,195990000.0,82.84931645826464
1055,IT,2023-Q1,190355000.0,80.46727707746807
1112,LT,2018-Q1,974000.0,73.23308270676692
1113,LT,2018-Q2,1203000.0,90.45112781954887
1114,LT,2018-Q3,1256000.0,94.43609022556392
1115,LT,2018-Q4,1232000.0,92.63157894736842
1116,LT,2019-Q1,1201000.0,90.30075187969925
